case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next
Case 909,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 910,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 910,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 910,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 911,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 911,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket
Case 911,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket
Case 911,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed
Case 912,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 912,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 912,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 912,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 913,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 913,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 913,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 914,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 914,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 914,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 915,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 915,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 915,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 916,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 916,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 916,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 916,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,closed
Case 917,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 917,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 917,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 918,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 918,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 918,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 919,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 919,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 919,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 919,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 919,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 920,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 920,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 920,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 921,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 921,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 921,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 922,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 922,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 922,wait,assign-seriousness take-in-charge-ticket wait,2,wait
Case 922,wait,assign-seriousness take-in-charge-ticket wait wait,3,take-in-charge-ticket
Case 922,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,resolve-ticket
Case 922,resolve-ticket,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,closed
Case 923,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 923,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket
Case 923,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 924,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 924,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 924,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 924,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 924,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 925,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 925,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 925,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 926,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 926,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 926,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 927,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 927,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 927,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 928,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 928,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 928,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 929,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 929,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 929,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait
Case 929,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket
Case 929,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket
Case 929,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed
Case 930,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 930,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 930,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 931,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 931,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 931,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 932,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 932,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 933,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 933,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 933,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 933,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 934,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 934,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 934,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 934,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 935,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 935,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 935,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 936,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 936,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 936,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 936,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 936,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 937,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 937,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 937,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket
Case 937,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed
Case 938,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 938,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 938,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 938,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 939,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 939,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 939,wait,assign-seriousness take-in-charge-ticket wait,2,wait
Case 939,wait,assign-seriousness take-in-charge-ticket wait wait,3,resolve-ticket
Case 939,resolve-ticket,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,closed
Case 940,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 940,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 940,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 941,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 941,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 941,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 941,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 942,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 942,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 942,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 943,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 943,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 943,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 944,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 944,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket
Case 944,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,take-in-charge-ticket
Case 944,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket,3,wait
Case 944,wait,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket wait,4,wait
Case 944,wait,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket wait wait,5,take-in-charge-ticket
Case 944,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket wait wait take-in-charge-ticket,6,resolve-ticket
Case 944,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,7,closed
Case 945,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 945,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 945,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 945,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 946,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 946,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 946,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 947,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 947,assign-seriousness,assign-seriousness assign-seriousness,1,assign-seriousness
Case 947,assign-seriousness,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket
Case 947,take-in-charge-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,wait
Case 947,wait,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait,4,resolve-ticket
Case 947,resolve-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket,5,closed
Case 948,assign-seriousness,assign-seriousness,0,wait
Case 948,wait,assign-seriousness wait,1,take-in-charge-ticket
Case 948,take-in-charge-ticket,assign-seriousness wait take-in-charge-ticket,2,wait
Case 948,wait,assign-seriousness wait take-in-charge-ticket wait,3,take-in-charge-ticket
Case 948,take-in-charge-ticket,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket
Case 948,resolve-ticket,assign-seriousness wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed
Case 949,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 949,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 949,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 950,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 950,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 950,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 951,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 951,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 951,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 951,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 952,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 952,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 952,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 952,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 953,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 953,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 953,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 954,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 954,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 954,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 955,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 955,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 955,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 956,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 956,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 956,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 957,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 957,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 957,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 958,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 958,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 958,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 958,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
