case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next,Resource,Resource_prefix,Resource_k,Resource_next
Case 1943,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,take-in-charge-ticket,Value 2,Value 13 Value 9 Value 2 Value 15 Value 2 Value 2,5,Value 2
Case 1943,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,6,wait,Value 2,Value 13 Value 9 Value 2 Value 15 Value 2 Value 2 Value 2,6,Value 2
Case 1943,wait,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,7,take-in-charge-ticket,Value 2,Value 13 Value 9 Value 2 Value 15 Value 2 Value 2 Value 2 Value 2,7,Value 15
Case 1943,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,8,resolve-ticket,Value 15,Value 13 Value 9 Value 2 Value 15 Value 2 Value 2 Value 2 Value 2 Value 15,8,Value 15
Case 1943,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,9,closed,Value 15,Value 13 Value 9 Value 2 Value 15 Value 2 Value 2 Value 2 Value 2 Value 15 Value 15,9,Value 5
Case 1944,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1944,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 1,Value 1 Value 1,1,Value 1
Case 1944,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 1,Value 1 Value 1 Value 1,2,Value 1
Case 1944,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 1,Value 1 Value 1 Value 1 Value 1,3,Value 5
Case 1945,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 13,Value 13,0,Value 13
Case 1945,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 13,Value 13 Value 13,1,Value 13
Case 1945,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 13,Value 13 Value 13 Value 13,2,Value 13
Case 1945,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 13,Value 13 Value 13 Value 13 Value 13,3,Value 5
Case 1946,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 16
Case 1946,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 16,Value 1 Value 16,1,Value 16
Case 1946,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 16,Value 1 Value 16 Value 16,2,Value 3
Case 1947,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 2,Value 2,0,Value 2
Case 1947,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2,Value 2 Value 2,1,Value 7
Case 1947,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 7,Value 2 Value 2 Value 7,2,Value 7
Case 1947,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 7,Value 2 Value 2 Value 7 Value 7,3,Value 5
Case 1948,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 8,Value 8,0,Value 2
Case 1948,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2,Value 8 Value 2,1,Value 2
Case 1948,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait,Value 2,Value 8 Value 2 Value 2,2,Value 9
Case 1948,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket,Value 9,Value 8 Value 2 Value 2 Value 9,3,Value 9
Case 1948,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket,Value 9,Value 8 Value 2 Value 2 Value 9 Value 9,4,Value 9
Case 1948,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed,Value 9,Value 8 Value 2 Value 2 Value 9 Value 9 Value 9,5,Value 5
Case 1949,assign-seriousness,assign-seriousness,0,resolve-ticket,Value 1,Value 1,0,Value 1
Case 1949,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1949,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 1950,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1950,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1950,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 1951,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 9
Case 1951,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 9 Value 9,1,Value 9
Case 1951,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 9 Value 9 Value 9,2,Value 5
Case 1952,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 9
Case 1952,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 1 Value 9,1,Value 9
Case 1952,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 1 Value 9 Value 9,2,Value 5
Case 1953,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 6,Value 6,0,Value 6
Case 1953,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 6,Value 6 Value 6,1,Value 6
Case 1953,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value 6,Value 6 Value 6 Value 6,2,Value 6
Case 1953,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 6,Value 6 Value 6 Value 6 Value 6,3,Value 5
Case 1954,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 14
Case 1954,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 14,Value 2 Value 14,1,Value 14
Case 1954,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 14,Value 2 Value 14 Value 14,2,Value 5
Case 1955,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 9
Case 1955,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 1 Value 9,1,Value 9
Case 1955,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 1 Value 9 Value 9,2,Value 5
Case 1956,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 2
Case 1956,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 2,Value 9 Value 2,1,Value 2
Case 1956,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value 2,Value 9 Value 2 Value 2,2,Value 2
Case 1956,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 2,Value 9 Value 2 Value 2 Value 2,3,Value 5
Case 1957,take-in-charge-ticket,take-in-charge-ticket,0,wait,Value 4,Value 4,0,Value 4
Case 1957,wait,take-in-charge-ticket wait,1,resolve-ticket,Value 4,Value 4 Value 4,1,Value 4
Case 1957,resolve-ticket,take-in-charge-ticket wait resolve-ticket,2,closed,Value 4,Value 4 Value 4 Value 4,2,Value 5
Case 1958,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 1,Value 1,0,Value 1
Case 1958,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 1,Value 1 Value 1,1,Value 13
Case 1958,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 13,Value 1 Value 1 Value 13,2,Value 13
Case 1958,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 13,Value 1 Value 1 Value 13 Value 13,3,Value 5
Case 1959,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1959,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 1959,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 1960,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1960,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 1,Value 1 Value 1,1,Value 1
Case 1960,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 1,Value 1 Value 1 Value 1,2,Value 1
Case 1960,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 1,Value 1 Value 1 Value 1 Value 1,3,Value 5
Case 1961,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1961,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 1961,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 3
Case 1962,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 4
Case 1962,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4,Value 13 Value 4,1,Value 4
Case 1962,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4,Value 13 Value 4 Value 4,2,Value 5
Case 1963,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 9
Case 1963,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 9 Value 9,1,Value 9
Case 1963,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 9 Value 9 Value 9,2,Value 5
Case 1964,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 1964,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 1964,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 2,Value 2 Value 2 Value 2,2,Value 2
Case 1964,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value 2,Value 2 Value 2 Value 2 Value 2,3,Value 2
Case 1964,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 2,Value 2 Value 2 Value 2 Value 2 Value 2,4,Value 5
Case 1965,insert-ticket,insert-ticket,0,assign-seriousness,Value 15,Value 15,0,Value 15
Case 1965,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 15,Value 15 Value 15,1,Value 15
Case 1965,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 15,Value 15 Value 15 Value 15,2,Value 15
Case 1965,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 15,Value 15 Value 15 Value 15 Value 15,3,Value 5
Case 1966,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 13
Case 1966,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 13 Value 13,1,Value 13
Case 1966,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 13 Value 13 Value 13,2,Value 5
Case 1967,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1967,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1967,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 1,Value 1 Value 1 Value 1,2,Value 1
Case 1967,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 1,Value 1 Value 1 Value 1 Value 1,3,Value 5
Case 1968,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 4
Case 1968,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4,Value 4 Value 4,1,Value 13
Case 1968,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 4 Value 4 Value 13,2,Value 5
Case 1969,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1969,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 13
Case 1969,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 8 Value 8 Value 13,2,Value 5
Case 1970,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 10
Case 1970,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10,Value 1 Value 10,1,Value 10
Case 1970,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 10,Value 1 Value 10 Value 10,2,Value 5
Case 1971,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 1971,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 15
Case 1971,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 15,Value 8 Value 8 Value 15,2,Value 5
Case 1972,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 6
Case 1972,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 1 Value 6,1,Value 6
Case 1972,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 1 Value 6 Value 6,2,Value 5
Case 1973,insert-ticket,insert-ticket,0,assign-seriousness,Value 5,Value 5,0,Value 2
Case 1973,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 2,Value 5 Value 2,1,Value 5
Case 1973,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 5,Value 5 Value 2 Value 5,2,Value 2
Case 1973,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 2,Value 5 Value 2 Value 5 Value 2,3,Value 5
Case 1974,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 6
Case 1974,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 1 Value 6,1,Value 6
Case 1974,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 1 Value 6 Value 6,2,Value 5
Case 1975,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 1975,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 4
Case 1975,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4,Value 1 Value 2 Value 4,2,Value 3
Case 1976,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 15,Value 15,0,Value 2
Case 1976,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 15 Value 2,1,Value 2
Case 1976,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 15 Value 2 Value 2,2,Value 5
Case 1977,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 6
Case 1977,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 13 Value 6,1,Value 6
Case 1977,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 13 Value 6 Value 6,2,Value 5
Case 1978,assign-seriousness,assign-seriousness,0,wait,Value 14,Value 14,0,Value 14
Case 1978,wait,assign-seriousness wait,1,take-in-charge-ticket,Value 14,Value 14 Value 14,1,Value 2
Case 1978,take-in-charge-ticket,assign-seriousness wait take-in-charge-ticket,2,wait,Value 2,Value 14 Value 14 Value 2,2,Value 14
Case 1978,wait,assign-seriousness wait take-in-charge-ticket wait,3,resolve-ticket,Value 14,Value 14 Value 14 Value 2 Value 14,3,Value 14
Case 1978,resolve-ticket,assign-seriousness wait take-in-charge-ticket wait resolve-ticket,4,closed,Value 14,Value 14 Value 14 Value 2 Value 14 Value 14,4,Value 3
Case 1979,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 4
Case 1979,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 4,Value 1 Value 4,1,Value 4
Case 1979,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4,Value 1 Value 4 Value 4,2,Value 4
Case 1979,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4,Value 1 Value 4 Value 4 Value 4,3,Value 5
Case 1980,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 1980,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 1 Value 2,1,Value 4
Case 1980,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4,Value 1 Value 2 Value 4,2,Value 4
Case 1980,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4,Value 1 Value 2 Value 4 Value 4,3,Value 3
Case 1981,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 2,Value 2,0,Value 16
Case 1981,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 16,Value 2 Value 16,1,Value 16
Case 1981,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 16,Value 2 Value 16 Value 16,2,Value 16
Case 1981,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 16,Value 2 Value 16 Value 16 Value 16,3,Value 5
Case 1982,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 1982,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 1982,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 1983,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 9
Case 1983,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 1 Value 9,1,Value 9
Case 1983,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 1 Value 9 Value 9,2,Value 5
Case 1984,assign-seriousness,assign-seriousness,0,resolve-ticket,Value 1,Value 1,0,Value 9
