case_id,prefix,k,next_act,Resource
Case 763,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 763,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 763,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 764,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 764,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 12
Case 764,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 12
Case 765,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 765,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 765,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 766,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 766,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 766,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 767,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 767,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 767,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 768,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 768,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 13
Case 768,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,wait,Value 13
Case 768,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait,3,resolve-ticket,Value 13
Case 768,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait resolve-ticket,4,closed,Value 13
Case 769,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 769,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 3
Case 769,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 770,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 770,assign-seriousness take-in-charge-ticket,1,wait,Value 4
Case 770,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4
Case 770,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4
Case 771,insert-ticket,0,assign-seriousness,Value 14
Case 771,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 14
Case 771,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 14
Case 771,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 14
Case 772,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 772,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4
Case 772,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4
Case 773,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 773,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 773,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 774,assign-seriousness,0,assign-seriousness,Value 2
Case 774,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2
Case 774,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 2
Case 774,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 2
Case 775,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 775,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 775,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 775,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 776,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 776,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 7
Case 776,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 7
Case 777,assign-seriousness,0,assign-seriousness,Value 1
Case 777,assign-seriousness assign-seriousness,1,resolve-ticket,Value 2
Case 777,assign-seriousness assign-seriousness resolve-ticket,2,closed,Value 2
Case 778,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 778,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 778,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 779,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 779,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 779,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 2
Case 779,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 2
Case 779,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 2
Case 780,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 780,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 780,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 780,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 781,assign-seriousness,0,take-in-charge-ticket,Value 7
Case 781,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 781,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 2
Case 781,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value 2
Case 781,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,resolve-ticket,Value 2
Case 781,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket,5,closed,Value 2
Case 782,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 782,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 782,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 782,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2
Case 783,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 783,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 783,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 784,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 784,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 16
Case 784,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 16
Case 784,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 16
Case 785,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 785,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 785,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 786,assign-seriousness,0,assign-seriousness,Value 14
Case 786,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2
Case 786,assign-seriousness assign-seriousness take-in-charge-ticket,2,take-in-charge-ticket,Value 2
Case 786,assign-seriousness assign-seriousness take-in-charge-ticket take-in-charge-ticket,3,resolve-ticket,Value 2
Case 786,assign-seriousness assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 7
Case 787,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 787,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 787,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 788,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 788,assign-seriousness take-in-charge-ticket,1,wait,Value 4
Case 788,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4
Case 788,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4
Case 789,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 789,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 789,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 790,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 790,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 790,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 790,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 791,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 791,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 791,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 792,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 792,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 792,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 793,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 793,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 793,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 794,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 794,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 794,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 17
Case 795,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 795,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 795,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 1
Case 795,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 1
Case 796,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 796,assign-seriousness take-in-charge-ticket,1,wait,Value 1
Case 796,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 1
Case 796,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 1
Case 797,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 797,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10
Case 797,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 798,assign-seriousness,0,assign-seriousness,Value 12
Case 798,assign-seriousness assign-seriousness,1,assign-seriousness,Value 10
Case 798,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket,Value 2
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,wait,Value 7
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait,4,take-in-charge-ticket,Value 7
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,5,wait,Value 5
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,6,take-in-charge-ticket,Value 5
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,7,resolve-ticket,Value 7
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,8,closed,Value 7
Case 799,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 799,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 799,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 799,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 1
Case 800,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 800,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 800,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 801,assign-seriousness,0,take-in-charge-ticket,Value 7
Case 801,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 7
Case 801,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 7
Case 802,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 802,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 802,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 803,assign-seriousness,0,assign-seriousness,Value 8
Case 803,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2
Case 803,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 2
Case 803,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 2
Case 804,assign-seriousness,0,assign-seriousness,Value 2
Case 804,assign-seriousness assign-seriousness,1,assign-seriousness,Value 2
Case 804,assign-seriousness assign-seriousness assign-seriousness,2,assign-seriousness,Value 2
Case 804,assign-seriousness assign-seriousness assign-seriousness assign-seriousness,3,take-in-charge-ticket,Value 2
Case 804,assign-seriousness assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,4,resolve-ticket,Value 2
Case 804,assign-seriousness assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,5,closed,Value 2
Case 805,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 805,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 805,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 1
Case 805,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 1
Case 806,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 806,assign-seriousness take-in-charge-ticket,1,wait,Value 6
Case 806,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 12
Case 806,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 12
Case 807,assign-seriousness,0,require-upgrade,Value 1
Case 807,assign-seriousness require-upgrade,1,resolve-ticket,Value 4
Case 807,assign-seriousness require-upgrade resolve-ticket,2,closed,Value 4
Case 808,insert-ticket,0,assign-seriousness,Value 12
Case 808,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 12
Case 808,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 12
Case 808,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 12
Case 809,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 809,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 809,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 809,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 810,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 810,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 810,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6
Case 811,assign-seriousness,0,resolve-ticket,Value 1
Case 811,assign-seriousness resolve-ticket,1,resolve-ticket,Value 1
Case 811,assign-seriousness resolve-ticket resolve-ticket,2,closed,Value 1
Case 812,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 812,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 812,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8
Case 813,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 813,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 813,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 814,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 814,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 814,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 815,assign-seriousness,0,take-in-charge-ticket,Value 7
Case 815,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 11
Case 815,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 11
Case 816,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 816,assign-seriousness take-in-charge-ticket,1,wait,Value 13
Case 816,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 13
Case 816,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2
Case 817,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 817,assign-seriousness take-in-charge-ticket,1,wait,Value 13
Case 817,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 13
Case 817,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait,Value 13
Case 817,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,resolve-ticket,Value 13
Case 817,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,closed,Value 13
Case 818,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 818,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10
Case 818,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 10
Case 819,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 819,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 819,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 820,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 820,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 820,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
