case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case 1880,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,44,43,36,1
Case 1881,assign-seriousness,0,0,0,0,5
Case 1881,assign-seriousness take-in-charge-ticket,1,5,0,5,0
Case 1881,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,0,27
Case 1881,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,27,27,1
Case 1882,assign-seriousness,0,0,0,0,0
Case 1882,assign-seriousness take-in-charge-ticket,1,0,0,0,39
Case 1882,assign-seriousness take-in-charge-ticket resolve-ticket,2,39,39,39,15
Case 1882,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,54,54,15,1
Case 1883,assign-seriousness,0,0,0,0,0
Case 1883,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1883,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,52
Case 1883,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,52,52,52,1
Case 1884,assign-seriousness,0,0,0,0,15
Case 1884,assign-seriousness take-in-charge-ticket,1,15,0,15,0
Case 1884,assign-seriousness take-in-charge-ticket wait,2,15,15,0,17
Case 1884,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,32,17,17,15
Case 1884,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,47,32,15,1
Case 1885,assign-seriousness,0,0,0,0,0
Case 1885,assign-seriousness take-in-charge-ticket,1,0,0,0,14
Case 1885,assign-seriousness take-in-charge-ticket wait,2,14,15,14,0
Case 1885,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,14,15,0,15
Case 1885,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,29,15,15,1
Case 1886,assign-seriousness,0,0,0,0,0
Case 1886,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1886,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 1886,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,1
Case 1887,assign-seriousness,0,0,0,0,0
Case 1887,assign-seriousness take-in-charge-ticket,1,0,0,0,17
Case 1887,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,17,17,15
Case 1887,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,15,1
Case 1888,take-in-charge-ticket,0,0,0,0,0
Case 1888,take-in-charge-ticket resolve-ticket,1,0,0,0,37
Case 1888,take-in-charge-ticket resolve-ticket closed,2,37,38,37,1
Case 1889,assign-seriousness,0,0,0,0,0
Case 1889,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 1889,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,42
Case 1889,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,42,1
Case 1890,assign-seriousness,0,0,0,0,0
Case 1890,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1890,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,45
Case 1890,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,45,45,1
Case 1891,assign-seriousness,0,0,0,0,0
Case 1891,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1891,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 1891,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 1892,assign-seriousness,0,0,0,0,14
Case 1892,assign-seriousness take-in-charge-ticket,1,14,0,14,1
Case 1892,assign-seriousness take-in-charge-ticket wait,2,15,15,1,28
Case 1892,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,43,29,28,15
Case 1892,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,58,43,15,1
Case 1893,assign-seriousness,0,0,0,0,0
Case 1893,assign-seriousness resolve-ticket,1,0,0,0,43
Case 1893,assign-seriousness resolve-ticket closed,2,43,44,43,1
Case 1894,assign-seriousness,0,0,0,0,14
Case 1894,assign-seriousness take-in-charge-ticket,1,14,0,14,0
Case 1894,assign-seriousness take-in-charge-ticket resolve-ticket,2,14,15,0,15
Case 1894,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,29,15,15,1
Case 1895,assign-seriousness,0,0,0,0,6
Case 1895,assign-seriousness take-in-charge-ticket,1,6,0,6,0
Case 1895,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,0,45
Case 1895,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,51,45,45,1
Case 1896,assign-seriousness,0,0,0,0,0
Case 1896,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1896,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,58
Case 1896,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,58,58,58,1
Case 1897,assign-seriousness,0,0,0,0,0
Case 1897,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1897,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,11
Case 1897,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,11,12,11,0
Case 1897,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,11,12,0,44
Case 1897,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,55,45,44,1
Case 1898,assign-seriousness,0,0,0,0,0
Case 1898,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 1898,assign-seriousness take-in-charge-ticket wait,2,1,1,1,1
Case 1898,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,2,3,1,29
Case 1898,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,31,31,29,1
Case 1899,assign-seriousness,0,0,0,0,2
Case 1899,assign-seriousness take-in-charge-ticket,1,2,0,2,7
Case 1899,assign-seriousness take-in-charge-ticket wait,2,9,10,7,0
Case 1899,assign-seriousness take-in-charge-ticket wait wait,3,9,7,0,14
Case 1899,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,23,14,14,0
Case 1899,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,23,14,0,15
Case 1899,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket closed,6,38,15,15,1
Case 1900,assign-seriousness,0,0,0,0,19
Case 1900,assign-seriousness take-in-charge-ticket,1,19,0,19,14
Case 1900,assign-seriousness take-in-charge-ticket wait,2,33,33,14,8
Case 1900,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,41,23,8,15
Case 1900,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,56,23,15,1
Case 1901,assign-seriousness,0,0,0,0,0
Case 1901,assign-seriousness take-in-charge-ticket,1,0,0,0,11
Case 1901,assign-seriousness take-in-charge-ticket wait,2,11,11,11,7
Case 1901,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,18,18,7,15
Case 1901,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,33,22,15,1
Case 1902,assign-seriousness,0,0,0,0,0
Case 1902,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 1902,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,44
Case 1902,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,45,44,1
Case 1903,assign-seriousness,0,0,0,0,16
Case 1903,assign-seriousness take-in-charge-ticket,1,16,0,16,0
Case 1903,assign-seriousness take-in-charge-ticket wait,2,16,16,0,7
Case 1903,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,23,7,7,15
Case 1903,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,38,22,15,1
Case 1904,assign-seriousness,0,0,0,0,31
Case 1904,assign-seriousness take-in-charge-ticket,1,31,0,31,0
Case 1904,assign-seriousness take-in-charge-ticket resolve-ticket,2,31,31,0,15
Case 1904,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,46,15,15,1
Case 1905,assign-seriousness,0,0,0,0,0
Case 1905,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 1905,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,2,34
Case 1905,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,36,34,1
Case 1906,assign-seriousness,0,0,0,0,0
Case 1906,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1906,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,44
Case 1906,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,44,44,44,1
Case 1907,assign-seriousness,0,0,0,0,7
Case 1907,assign-seriousness take-in-charge-ticket,1,7,0,7,0
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,0,0
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,7,0,0,0
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,7,0,0,19
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,26,19,19,2
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,28,21,2,14
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,7,42,17,14,1
Case 1908,assign-seriousness,0,0,0,0,0
Case 1908,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1908,assign-seriousness take-in-charge-ticket wait,2,0,0,0,18
Case 1908,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,18,18,18,15
Case 1908,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,33,33,15,1
Case 1909,assign-seriousness,0,0,0,0,0
Case 1909,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1909,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 1909,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,1
Case 1910,assign-seriousness,0,0,0,0,0
Case 1910,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1910,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 1910,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 1911,assign-seriousness,0,0,0,0,0
Case 1911,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1911,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,58
Case 1911,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,58,59,58,1
Case 1912,assign-seriousness,0,0,0,0,0
Case 1912,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1912,assign-seriousness take-in-charge-ticket wait,2,0,0,0,0
Case 1912,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,0,0,0,32
Case 1912,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,32,33,32,1
Case 1913,assign-seriousness,0,0,0,0,0
Case 1913,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1913,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,34
Case 1913,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,34,34,34,1
Case 1914,assign-seriousness,0,0,0,0,0
Case 1914,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1914,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,34
Case 1914,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,34,34,34,1
Case 1915,assign-seriousness,0,0,0,0,17
Case 1915,assign-seriousness take-in-charge-ticket,1,17,0,17,0
Case 1915,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,17,0,15
Case 1915,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,15,15,1
Case 1916,assign-seriousness,0,0,0,0,0
Case 1916,assign-seriousness take-in-charge-ticket,1,0,0,0,6
Case 1916,assign-seriousness take-in-charge-ticket wait,2,6,7,6,34
Case 1916,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,40,41,34,15
Case 1916,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,55,49,15,1
Case 1917,assign-seriousness,0,0,0,0,0
Case 1917,assign-seriousness resolve-ticket,1,0,0,0,35
Case 1917,assign-seriousness resolve-ticket closed,2,35,35,35,1
Case 1918,assign-seriousness,0,0,0,0,27
Case 1918,assign-seriousness resolve-ticket,1,27,0,27,15
Case 1918,assign-seriousness resolve-ticket closed,2,42,42,15,1
Case 1919,assign-seriousness,0,0,0,0,0
Case 1919,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1919,assign-seriousness take-in-charge-ticket wait,2,0,1,0,4
Case 1919,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,4,5,4,0
Case 1919,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,4,4,0,24
Case 1919,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,28,24,24,1
Case 1920,assign-seriousness,0,0,0,0,0
Case 1920,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1920,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 1920,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,1
Case 1921,assign-seriousness,0,0,0,0,9
Case 1921,assign-seriousness take-in-charge-ticket,1,9,0,9,0
Case 1921,assign-seriousness take-in-charge-ticket resolve-ticket,2,9,9,0,21
Case 1921,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,21,21,1
Case 1922,assign-seriousness,0,0,0,0,1
Case 1922,assign-seriousness take-in-charge-ticket,1,1,0,1,32
Case 1922,assign-seriousness take-in-charge-ticket resolve-ticket,2,33,34,32,15
Case 1922,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,48,47,15,1
Case 1923,assign-seriousness,0,0,0,0,5
Case 1923,assign-seriousness take-in-charge-ticket,1,5,0,5,0
Case 1923,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,0,38
Case 1923,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,38,38,1
Case 1924,assign-seriousness,0,0,0,0,0
Case 1924,assign-seriousness take-in-charge-ticket,1,0,0,0,21
Case 1924,assign-seriousness take-in-charge-ticket resolve-ticket,2,21,21,21,15
Case 1924,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,36,15,1
Case 1925,assign-seriousness,0,0,0,0,0
Case 1925,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1925,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,37
Case 1925,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,37,37,1
Case 1926,assign-seriousness,0,0,0,0,0
Case 1926,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1926,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 1926,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,1
Case 1927,assign-seriousness,0,0,0,0,0
Case 1927,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1927,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 1927,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,43,1
Case 1928,assign-seriousness,0,0,0,0,8
Case 1928,assign-seriousness take-in-charge-ticket,1,8,0,8,0
Case 1928,assign-seriousness take-in-charge-ticket resolve-ticket,2,8,8,0,22
Case 1928,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,22,22,1
Case 1929,assign-seriousness,0,0,0,0,6
Case 1929,assign-seriousness assign-seriousness,1,6,0,6,4
Case 1929,assign-seriousness assign-seriousness take-in-charge-ticket,2,10,11,4,1
Case 1929,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,11,5,1,20
Case 1929,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,31,21,20,1
Case 1930,assign-seriousness,0,0,0,0,0
Case 1930,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1930,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,45
Case 1930,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,46,45,1
Case 1931,assign-seriousness,0,0,0,0,0
Case 1931,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1931,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 1931,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,0,0,0,30
Case 1931,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,30,30,30,1
Case 1932,assign-seriousness,0,0,0,0,0
Case 1932,assign-seriousness assign-seriousness,1,0,0,0,4
Case 1932,assign-seriousness assign-seriousness take-in-charge-ticket,2,4,4,4,0
Case 1932,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,4,5,0,27
Case 1932,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,31,28,27,1
Case 1933,assign-seriousness,0,0,0,0,0
Case 1933,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1933,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,0,0,0,0
Case 1933,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,0,0,0,32
Case 1933,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket closed,4,32,32,32,1
Case 1934,assign-seriousness,0,0,0,0,3
Case 1934,assign-seriousness take-in-charge-ticket,1,3,0,3,12
Case 1934,assign-seriousness take-in-charge-ticket resolve-ticket,2,15,16,12,15
Case 1934,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,27,15,1
Case 1935,assign-seriousness,0,0,0,0,13
Case 1935,assign-seriousness take-in-charge-ticket,1,13,0,13,0
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket,2,13,13,0,0
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,13,0,0,0
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,13,0,0,2
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,15,2,2,0
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,15,2,0,15
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,7,30,15,15,1
Case 1936,assign-seriousness,0,0,0,0,0
Case 1936,assign-seriousness assign-seriousness,1,0,0,0,0
Case 1936,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,0
Case 1936,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,0,0,0,6
Case 1936,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,6,6,6,0
Case 1936,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,6,6,0,52
Case 1936,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,58,52,52,1
Case 1937,assign-seriousness,0,0,0,0,0
Case 1937,assign-seriousness take-in-charge-ticket,1,0,0,0,21
Case 1937,assign-seriousness take-in-charge-ticket resolve-ticket,2,21,21,21,15
Case 1937,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,36,15,1
Case 1938,assign-seriousness,0,0,0,0,10
Case 1938,assign-seriousness take-in-charge-ticket,1,10,0,10,0
Case 1938,assign-seriousness take-in-charge-ticket resolve-ticket,2,10,10,0,22
Case 1938,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,22,22,1
