case_id,prefix,k,next_act
Case 789,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 789,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 790,assign-seriousness,0,take-in-charge-ticket
Case 790,assign-seriousness take-in-charge-ticket,1,wait
Case 790,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 790,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 791,assign-seriousness,0,take-in-charge-ticket
Case 791,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 791,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 792,assign-seriousness,0,take-in-charge-ticket
Case 792,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 792,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 793,assign-seriousness,0,take-in-charge-ticket
Case 793,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 793,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 794,assign-seriousness,0,take-in-charge-ticket
Case 794,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 794,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 795,assign-seriousness,0,take-in-charge-ticket
Case 795,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 795,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 795,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 796,assign-seriousness,0,take-in-charge-ticket
Case 796,assign-seriousness take-in-charge-ticket,1,wait
Case 796,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 796,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 797,assign-seriousness,0,take-in-charge-ticket
Case 797,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 797,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 798,assign-seriousness,0,assign-seriousness
Case 798,assign-seriousness assign-seriousness,1,assign-seriousness
Case 798,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,wait
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait,4,take-in-charge-ticket
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,5,wait
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,6,take-in-charge-ticket
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket,7,resolve-ticket
Case 798,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,8,closed
Case 799,assign-seriousness,0,take-in-charge-ticket
Case 799,assign-seriousness take-in-charge-ticket,1,wait
Case 799,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 799,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 800,assign-seriousness,0,take-in-charge-ticket
Case 800,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 800,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 801,assign-seriousness,0,take-in-charge-ticket
Case 801,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 801,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 802,assign-seriousness,0,take-in-charge-ticket
Case 802,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 802,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 803,assign-seriousness,0,assign-seriousness
Case 803,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 803,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 803,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 804,assign-seriousness,0,assign-seriousness
Case 804,assign-seriousness assign-seriousness,1,assign-seriousness
Case 804,assign-seriousness assign-seriousness assign-seriousness,2,assign-seriousness
Case 804,assign-seriousness assign-seriousness assign-seriousness assign-seriousness,3,take-in-charge-ticket
Case 804,assign-seriousness assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,4,resolve-ticket
Case 804,assign-seriousness assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,5,closed
Case 805,assign-seriousness,0,take-in-charge-ticket
Case 805,assign-seriousness take-in-charge-ticket,1,wait
Case 805,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 805,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 806,assign-seriousness,0,take-in-charge-ticket
Case 806,assign-seriousness take-in-charge-ticket,1,wait
Case 806,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 806,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 807,assign-seriousness,0,require-upgrade
Case 807,assign-seriousness require-upgrade,1,resolve-ticket
Case 807,assign-seriousness require-upgrade resolve-ticket,2,closed
Case 808,insert-ticket,0,assign-seriousness
Case 808,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 808,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 808,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 809,assign-seriousness,0,take-in-charge-ticket
Case 809,assign-seriousness take-in-charge-ticket,1,wait
Case 809,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 809,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 810,assign-seriousness,0,take-in-charge-ticket
Case 810,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 810,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 811,assign-seriousness,0,resolve-ticket
Case 811,assign-seriousness resolve-ticket,1,resolve-ticket
Case 811,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 812,assign-seriousness,0,take-in-charge-ticket
Case 812,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 812,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 813,assign-seriousness,0,take-in-charge-ticket
Case 813,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 813,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 814,assign-seriousness,0,take-in-charge-ticket
Case 814,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 814,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 815,assign-seriousness,0,take-in-charge-ticket
Case 815,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 815,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 816,assign-seriousness,0,take-in-charge-ticket
Case 816,assign-seriousness take-in-charge-ticket,1,wait
Case 816,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 816,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 817,assign-seriousness,0,take-in-charge-ticket
Case 817,assign-seriousness take-in-charge-ticket,1,wait
Case 817,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 817,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait
Case 817,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,resolve-ticket
Case 817,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,closed
Case 818,assign-seriousness,0,take-in-charge-ticket
Case 818,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 818,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 819,assign-seriousness,0,take-in-charge-ticket
Case 819,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 819,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 820,assign-seriousness,0,take-in-charge-ticket
Case 820,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 820,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 821,assign-seriousness,0,take-in-charge-ticket
Case 821,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 821,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 822,assign-seriousness,0,take-in-charge-ticket
Case 822,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 822,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 823,assign-seriousness,0,take-in-charge-ticket
Case 823,assign-seriousness take-in-charge-ticket,1,wait
Case 823,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 823,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 824,assign-seriousness,0,take-in-charge-ticket
Case 824,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 824,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 825,assign-seriousness,0,take-in-charge-ticket
Case 825,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 825,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 826,assign-seriousness,0,take-in-charge-ticket
Case 826,assign-seriousness take-in-charge-ticket,1,wait
Case 826,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 826,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 827,assign-seriousness,0,take-in-charge-ticket
Case 827,assign-seriousness take-in-charge-ticket,1,wait
Case 827,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 827,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 828,assign-seriousness,0,take-in-charge-ticket
Case 828,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 828,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket
Case 828,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket
Case 828,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed
Case 829,assign-seriousness,0,take-in-charge-ticket
Case 829,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 829,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 830,assign-seriousness,0,assign-seriousness
Case 830,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 830,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 830,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 831,assign-seriousness,0,take-in-charge-ticket
Case 831,assign-seriousness take-in-charge-ticket,1,wait
Case 831,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 831,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 832,assign-seriousness,0,take-in-charge-ticket
Case 832,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 832,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 833,insert-ticket,0,assign-seriousness
Case 833,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 833,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 833,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 834,assign-seriousness,0,assign-seriousness
Case 834,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 834,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 834,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 835,assign-seriousness,0,assign-seriousness
Case 835,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 835,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 835,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 836,assign-seriousness,0,take-in-charge-ticket
Case 836,assign-seriousness take-in-charge-ticket,1,create-sw-anomaly
Case 836,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,resolve-sw-anomaly
Case 836,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-sw-anomaly,3,resolve-sw-anomaly
Case 836,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-sw-anomaly resolve-sw-anomaly,4,resolve-ticket
Case 836,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-sw-anomaly resolve-sw-anomaly resolve-ticket,5,closed
Case 837,assign-seriousness,0,take-in-charge-ticket
Case 837,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 837,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 838,assign-seriousness,0,take-in-charge-ticket
Case 838,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 838,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 839,take-in-charge-ticket,0,wait
Case 839,take-in-charge-ticket wait,1,resolve-ticket
Case 839,take-in-charge-ticket wait resolve-ticket,2,closed
Case 840,assign-seriousness,0,take-in-charge-ticket
Case 840,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 840,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 841,assign-seriousness,0,take-in-charge-ticket
Case 841,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 841,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 842,assign-seriousness,0,take-in-charge-ticket
Case 842,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 842,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 843,assign-seriousness,0,take-in-charge-ticket
Case 843,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 843,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 844,assign-seriousness,0,take-in-charge-ticket
Case 844,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 844,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 845,assign-seriousness,0,take-in-charge-ticket
Case 845,assign-seriousness take-in-charge-ticket,1,wait
Case 845,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 845,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 846,insert-ticket,0,assign-seriousness
Case 846,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 846,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 846,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 847,assign-seriousness,0,take-in-charge-ticket
Case 847,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 847,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 848,assign-seriousness,0,take-in-charge-ticket
Case 848,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 848,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 849,assign-seriousness,0,take-in-charge-ticket
Case 849,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 849,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 850,take-in-charge-ticket,0,resolve-ticket
Case 850,take-in-charge-ticket resolve-ticket,1,closed
Case 851,assign-seriousness,0,take-in-charge-ticket
Case 851,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 851,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 852,assign-seriousness,0,take-in-charge-ticket
Case 852,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 852,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 853,assign-seriousness,0,take-in-charge-ticket
Case 853,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 853,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 854,assign-seriousness,0,take-in-charge-ticket
